,0
25cb6a27250aade6033147d009ed6c64,1445.0
611fe51ecebdd946305484949a435a30,1400.0
8b0bc83b04f38c5bf1f5edb984c299de,1361.0
4d6ac27a2a673f9b1061b7c40d2ace20,1343.0
ecd3b8172dfe75ac399a380fbf28c924,1334.0
87bddbc7695b1f2c5a9fde9b63e98b50,1319.0
cbf7dc7b7f00f60d91ce59ec82c0ee62,1260.0
1a8c64377f9831070ef133d2004251b4,1249.0
50960902dcefb73d7b070938ae9c53f5,1232.0
8d1a76e90865ea0e345eb9f9345a60e2,1190.0
df8f2b73dd38103b309556ad9e8eedf7,1164.0
3d3261c330729a1efc29f25d49889ddc,1157.0
afd72602285942be4a2d5cde13098c91,1157.0
940f88c9a2fa851cf74204df69270141,1156.0
07ca0db2bf8582a081f72bd1d6cb1eed,1153.0
d7217e647378390ab6ddbe5c363fcf35,1065.0
9062a2a53c8a9d03533ddf98a0ddb303,1057.0
5e162a5134f7525d6a9183774b99230c,1035.0
cdb778e3d9a61697fda4ad8d65976333,1030.0
c41ab14f8b011e346f0dadc7a690b597,989.0
6e9b52ef57349d1df522f8aafe51fad4,982.0
52b44aec27b1c7dbd58a7fae18e028a2,973.0
b131337aa048cc08fd9071ff7e9dfc5a,964.0
1406882f92d858a47d5c117a5539d073,939.0
954ff665ff62e5e03837ba07b156641e,891.0
4bb8654defa7e557da2f8a6ac5fcf31e,890.0
364c546f2c5be302efcb61e4e56b60b9,859.0
93c9aeb70a1fc8b855e2f2f9cbea7010,854.0
050d9d1c576251d7653dd965fd603f58,842.0
c19278633480af7c6c25773e1636a812,819.0
8918d5bfd1534e47d30e437fbe7bfd5f,817.0
6d0c009861c2808e1fce31df85013744,815.0
fba11417a33b1048b8dd668de9fc306f,797.0
5f90059cd39bdcef3030310c9621787f,782.0
9be2ef3238d6016f389a4b10dd0ba9f4,770.0
84e84921debcfda08e4557b4a5a6262f,760.0
33d70371f6615943f5d03a1166e1200e,751.0
703d3b95ce98f358b5a219a73a893126,716.0
63bdce6a5986dc9e2a0539f90a689e89,708.0
b7c7fb788786140773d34278660cb570,704.0
d943f9dc598ff5f9d5fdb98792205e54,681.0
1c8a44d3e91f914387ab091363292571,671.0
96c8e3d65588f96dc2d1245abf2e1e3e,669.0
c7036431442a5cf350c85fe33e6cf909,665.0
23f30a13ee24bc628f9ade9906ff74b3,657.0
857cf5c95a16351b25ed8d5279997e3e,642.0
5f37aba15bda0703396498403016cedd,620.0
d56d767540bb10beff9ebc2ae8a685e7,620.0
8f475c92eda64f1e491cf0569660c3e3,611.0
51d1cebaef9fbed545bfd254b6513083,607.0
95d167d2c8bc0fbb86b185f96da77dd8,604.0
28fda867177e850c945f847e3313bbbd,604.0
3c9c378a48ef9ca3df757f59bfa0e06a,597.0
b3e1135cb738e713b00fe1a129bacffb,589.0
dfb14758c4c540579fab1f7c989a4249,587.0
d8810195b1612a758bab00c67f5a01e8,587.0
cc14b7ddad07e794283a73f07fd5553f,584.0
f45cd74ee9ab1a46db5eba04b99936cb,582.0
6fbd135b8a27cc85ec57bd3a4521a6ec,581.0
393612f9a67cd0dbbab7b3ca3bfdd88e,577.0
0c4711d7b387444d77914cd3d1a93753,564.0
6b03670ded98bf19c5b770a943fdea2f,540.0
1269bd8f9740125fe9baa4fed94f188e,530.0
85bb1aacfee1dd6dc7726c5f3d5cd2ed,518.0
25cef8e738313df56dded85a4e57dbc5,514.0
039054e9b9aeede42b5d6dcd141dad55,513.0
f911fe3530895c92f9f4a5d570f0a64e,504.0
3fd7b7778fcab0f4d967fc8ac5c4564d,496.0
c948b0a244012ba98d44fa7cb5eb1851,495.0
4d9ffe87dc7c3925f79f09ea74b146b7,493.0
7cb3f5ebcfd4a953638cdb0e6ef5be7c,490.0
397fb5e60f4791026330e20a61ddd050,477.0
ce086aa13d9c234b919dc3e889f0339b,476.0
4ebb813c265e643ff09b761680d92624,474.0
d726dd7a34cd93722088386c28fb97a8,474.0
2a959ac889252e927277777d086bdfd2,472.0
427864f5691732b6836a30d2ebcdcc4b,469.0
df68ac5c0b7f52e3adc8a2a771c72094,465.0
e7dc62e15e59e1d69c3ed3b07f78c79c,456.0
f1ce6ef620508771ee513d5b79a6099f,455.0
c91b40ec910f41baf4b1d5291ab9c721,452.0
c2c644c8a3c5eb0591cb140617f2a865,445.0
782c0a676dd030e4bac88c0949e6763d,434.0
cd59bfa8c3054c1b6c8ba773064a23e2,431.0
073945437c2d32d92ca4f8a9ca6b1103,424.0
ad2da7b010531d28042fe41cfdff9228,424.0
4a386c990c787762b0b8b0edaddff627,421.0
ede0d34003e76f3c20e04c503f0713a9,418.0
c32275407ae79c0eef17fc0dde575613,404.0
9f766864695db7ea54edd99421b37e81,395.0
ac59c775658a3303d93e948e00847032,395.0
76fec251d13e40ec7684c2710e9f1f24,377.0
53a598041415149ce45f483ce1f34959,377.0
04aa965c153b62d0f35b450bb1472f9f,377.0
5e9a9cf5894346ae40421293537c84b0,376.0
c3b5a233b5f4a4068e2b18c6bb0203a3,374.0
c7c48e4c918019e35ccf43ca40c7171d,367.0
76c090264e7f70258b450c640b5bb770,364.0
c67429a6b5b7db0206e8491a9ba862a6,364.0
6336afa5857a2a80c16cab125d22fa69,362.0
059bed64e31fbc55d7c1f19e9837bf5f,348.0
0677a32afd11e65443b18c0fc4192708,347.0
e905112769b3c2558b8a3defc6a39f5b,347.0
f57fe39ce64e8c2b6415752d41c9595e,342.0
15df25fbf241cb9501698d218034f926,338.0
9ab9a8b44c8ba7f5b4d04d8bf9a90a7e,334.0
7402bf9342570f414c62593767a789b3,334.0
1190415e72915c6cd086a246c5db5437,330.0
af6011e3dfc78dedd52a7d4a823f8270,329.0
4b30ad4c6d1cea43b071c2871b49225b,329.0
56a1a2e06f08c2006892b2ef59f362b5,327.0
5e5f3da6eac030a0b65f7b03f8c06271,319.0
a787b5541f29d6af0a46966c94ee8f7c,317.0
2b179609e9c9dc4422ac2d0774b76609,314.0
6640263125974b2df0f4af4afd1063dd,312.0
48bf2d830849ca9f4a861ddcaa8cd9fd,310.0
68b8b7cb18f5704e9e5b3c74b8be87f0,307.0
7b94190a1eba0b37319361a95020e6f4,306.0
d0796254e39777e2f70667e4a0e93b3a,305.0
cc6096ece2c839837d1da779134fa885,304.0
3dcc8a17abe788187d9cd5cfaaa98341,299.0
59c3baf962fb5c4c483294ddf61a9dad,294.0
9dcdcbb8a0e67868894ca62488d35bec,292.0
c89c39509d8b7ea843702fa62806876e,291.0
b2f789df1c2b9f74adc6d9699f95df4d,291.0
a3d372773752891f6a1fa192af327994,285.0
808fb8dd3d6612fb7d3f5c6eaa6a4af6,276.0
fb8293eb17c771158011e0da4082be4d,269.0
421c7ada8124c4165a2fb55bdc3d7c24,263.0
8a3fdef6baea065fff720338d9b5e439,261.0
0410886f68af125d1ae58b5ab40ae05f,261.0
32ba7a7ced4385af6e36a03b14eeec91,256.0
e07c37b0562441dcfa4eeff1d6fd3299,253.0
1ae4c97dea2b6c9fd3b15e858a5b4d07,252.0
0def0ae7e5e2e0c7f1cfac204d76f6ee,247.0
1fd08f8ef370c4ace2be9c15c962eca8,246.0
981f4aa35f56a65a805ae31f30437909,244.0
857876a610595fccf477da79304c387f,242.0
9f155033f172fdf9c67206d89900b68c,235.0
db6d0c3d0abe3286c4a74239f2384107,228.0
99c3f029b588e7b3fd69f9f2db585180,228.0
63be0b80727f9f93ff7e97966955942a,227.0
2799a9bf4e2b521aad8dbfbcc6698ba4,220.0
89a9a54ac158ec58c2bafea7fb90c685,220.0
2c3dc5b25bc95725f800e73e4b9458e0,216.0
2db77d2ab493b32a4062129456d1e909,215.0
05ddf0ef80a162cf33bffea987d2490e,214.0
30409bb4d6f12447e43b6aa42c285995,214.0
e7a7cc6819aaa762a49143322cc3483b,212.0
dbd32f52188cbcd1c46d2bbd89d35bff,210.0
a0d587a0594fe3c3daa4bbcb97eeedc0,208.0
b6fb8928438b7819dded4dd1bb40f494,208.0
e5e1c8ecba6704e7a5dbec3f267066c9,207.0
3b590e366f0eb195da0089a03db0108b,206.0
4b1eda38cc1db51a2b6259fea925f966,206.0
8e5385309b35a8ade0031ccb60b804b5,203.0
9b72e6c3ec7e52391b074e484b83ffa2,199.0
abb4abd42c4436cf45c928ee9adfb88f,194.0
b3c0ebd39fe2bca08a4091e2bbf5a14a,192.0
400620aab29cc21393d86e58d451c68b,192.0
90a2c4a923d0cec37dc856db8d08c882,190.0
7cbced77bcf3a17eb66ecbd0f26e0c37,189.0
a46651846b46c66443988eb1ed342f26,182.0
b2765d7b9c7c2da5834a3dc2bb81f3f6,179.0
cd6a348b89eb4dd7bc017639e0895a24,177.0
3ac90fcf7b78a71578ff6da76b059cc6,174.0
d8c969f542437d73cef4fd8005bdcaf8,171.0
6ef34aee50c175211d96c53548af1d6c,168.0
149b64a5eb48955b8ff1f1bbe9d8a066,167.0
f246f721cf8de38c0c3d3d15f26c63c5,167.0
8b1e1d2454ce46eb49ba8ba7df959a4b,166.0
9123d1b7f0aca132db4f9e00c96dccc3,161.0
1fab724ef07a0840b1a718eeba5ebe52,159.0
1a4694e9662cf2b16195cf375cf702e3,158.0
283c1636bdb563395adb9adfc9e3c9d0,158.0
b01e57419bd75eb713b8c5ca028a8609,158.0
b9d7544291c69147164155f47225883e,154.0
0381153be965e62e229b3a5abb22386a,152.0
e95713dc447ab285d420c8c3112254b1,150.0
cb4ab5d82e18beef64bfec1bf3463c23,148.0
1c8a9578cc88c166d7e5acfae7ed6a75,145.0
c0fb8a749acf8bd956818f47a209748a,145.0
dc401daf8528830fb57d67f58a9b2a64,144.0
f8caf92b3ee11cfd29674e792af1695e,143.0
49d18c459208aaee84d8569f07dcbeb7,140.0
550476764a917c0909988f182a4f07d8,140.0
75c679012d964b2411f640f177793c56,138.0
7eaa4e29b510ef09d1509220be9c9f7d,136.0
e9e132a69cb4e6db6794a5db03eafc1f,136.0
8a239f77bf971c5abbd56db663025b50,135.0
977ade12f7a7f98b2b28c37ac55fb1a5,134.0
8cc21a548b12d35e30ceea99dcf92add,128.0
8eead28e8dbe52fbccdda976ffa668bb,126.0
7c3a5813645b1327a6cf07320f332074,126.0
f918e807cde0facdcb6765af484e0371,125.0
3709afe3edbfec055042452b856dcccf,123.0
6d54d15e77217c51c5783871b2d5f252,122.0
f19950ed65fd4f6517848e368af01467,122.0
3c78720d0381b835b72bd39abb3aa239,120.0
caa414c0bb3aae131aa3fd952aff184d,120.0
b7794e3380251f49e4b6e7eca8b4d935,119.0
cc48a45db9cd535c7101586867473850,119.0
aab666949439bca54247939f566ddcad,118.0
071294f205cd5b7f189b71ce0f59073a,116.0
c587b249a04d6b4cfe7c69b2689a2f14,113.0
9849b8bfedaed6923347d5e967a8d200,110.0
d6ec4c43ee621df90d44c9b5da0ea351,110.0
822f75e7bed71846724e5768cde9e065,108.0
c7c57d2ffd37a8e9b47b67bbc3f2026a,107.0
c1c28dd74f577d302aa9974e88e78432,106.0
df1281eb261a0d77cfc98451a55590fb,106.0
f8a958c4012a59a0ff32626c95472387,105.0
8a851bc45c8d7a902b83adc5638f3197,103.0
9928b5df1a38aa57fe69b57c1ef0f1d2,102.0
fcaf17f12fcb70d38ce82c4cb379a4d5,102.0
e5eb1c466a47069b1804b864f2524168,101.0
fb41143c3e3d47353f5d008f919306bb,100.0
71ec402d98157207f6e9de386d88e270,99.0
7befa086075b3f88a7186e77c967ef83,98.0
6a739b1d3e77cecd57c435bea07d60ae,98.0
f6b8702a8013e8c1f74a56cce65b4633,95.0
da86b39f1b1ce600375e1f3a762cbd0d,95.0
306912374b0f65711d33256d06855b53,95.0
1165179f9d3abad8f50c7ee6c606dfd9,94.0
dd4969198b3c8c8702a39c54aec10499,93.0
edc2654b4d4288e66fbbbf860a10fbf6,93.0
7993c7bc19e40481c6ffa68b54bfe5f0,93.0
7771b7af2fb671ad37d16b5d82ffe33d,92.0
dddf603220c0e01f272c756fbb9369cb,90.0
4bb9b00322df502c7e1b92bd53570b8e,86.0
ed5b033246603c98269b570ead784f58,86.0
61c7a7045b627207f588f4106c6191b1,86.0
28e2e6d2b41b825c4ae2ab437316304b,85.0
7398c8983908b6acfcffcd01deddd136,85.0
2deebb7277c2c82f59e00941bdeee57d,84.0
5b6623f6f6d1399f57224ea16a0c94b4,83.0
31878f4ad48ad5c020b61f08e9b6b4df,83.0
bbdcccb74d8c58b4359722a01f8de451,82.0
9880c674310dc14807e69d2149e059c1,80.0
028eb2e964dcc235351e1380676e4d77,80.0
ea33dea724351d8d0057d4e9769309eb,80.0
5c06454ebc076ebca7b3abe4ee290184,77.0
8b1483509dec765a7a83cc11ad9d77bd,72.0
23501f22385b9a90d49bdb1c59101ac6,72.0
ae247f218bc223d32c6345d152a2a570,71.0
cba085c5cd20e3e483d8c6c552497ce2,71.0
014ed0286a2651609cc4a145b7ea6788,71.0
f8d23fca2ffbb3a23ad586b89d8226ce,71.0
428a56bb69a0178e44fbe9062f0e6299,71.0
87acf6a35372232d470426c80085b088,71.0
12fc45d36f473dfd5b05f8ae92811cc4,71.0
73297fb7c3c352327800bb95cef4b182,69.0
6df26469328a1420304abd37f3e61231,69.0
5e4d39fedce822c33d20b97ea03be43e,69.0
46c11f753067377081e93cef32256a8d,68.0
f56532bd770cb70332afa936cb994d07,67.0
3784a824e8d533b8a7785af796d6185a,66.0
df0a6b4283e4348faa29c28c32db0cb7,65.0
009c3d1fd56cf5682c875f959d9fee33,63.0
4af9cab616ae013e1ee318e439abb0bb,62.0
852aa7860d73e76d3b9be84d1f26fb6d,61.0
89a07ec6a70c643f89c324c808b9bed4,61.0
a684245d1d34a121260422d7938f9617,61.0
7ac54959c2e2c43625ee051aba74105d,60.0
e0039af1fcb87b19a18542438c63fddb,59.0
9966512dba37d00151a64b87cb2b9f47,59.0
eb6b9c45274d07e9a44060e9ab282815,59.0
002e78333d6cf2b11aa7a5ba03dd2c68,59.0
46eb64d0d7b2207960b895f47bc319ef,59.0
3dffc2c7d3bf45d22f6bf46cd572f4b0,59.0
08b69a32b9d092766197378d625903ec,59.0
283c4ed0e6360170398feffe13358655,59.0
386aa984a1b919ca0a891cfbd93dc502,58.0
90f00103e1a0ad0e4fc2a233f401e9d5,57.0
6722fabb0f59d2d6942dffb65c8ac0c3,56.0
7be681515354c3d3023b6873d03513c7,56.0
37b32951adac03b8a9dbde7b1bb82096,56.0
19ef959f7a8e4b9988c4bf8874fa0cae,56.0
90ac0c47c42946a92238ce20bf4d08e6,55.0
9302e6bb014934be3be69ebe53d5fe68,54.0
361d86b92cb0fd36417a3585213051ea,53.0
15ead3c05757d90f45ca166b1f52caf1,53.0
da738f6e5f5bc9265e667036d56be045,53.0
83dd3d8f8fc63457fad3211cd82716ab,52.0
4ee8831dd1eb8ab6b78b0ebcb8fd1f45,52.0
a6c2452756c56b5c4a2efdeed770ebf0,52.0
6a49b766cd86e2e1f2a0be565ef2c32f,52.0
6774fbb16c74027e6dc5c9308e721c25,51.0
85d0bb8e32ec61178610fea28c657ca5,51.0
dc955d062fb20ae69aece327e32dfb93,51.0
1e51827ffd7afb42a398492ae48b84fe,50.0
46ca14550ff94672d0a21d559a463f25,50.0
12a209e2052235a602bba82ca8485edb,50.0
2c2ff5f860fa0e6a03a14152ce6ce0ce,49.0
06ade2605675be1df30240a820a74fe3,48.0
ce6320c3a11e00832a6dde1bb5c41690,48.0
56836d4a99f112582084fd6b1b88b56c,48.0
6ab894bee1ca747aff9bdbae5f58b87d,48.0
0d99f11034f2a547407f84317c3ae666,47.0
c988bf3e06a08594f0a3c72af39679ff,47.0
1c9ebdd60611121163f2665d4f6ad70d,47.0
d7cd889018d0dd0cef1307ced561640e,46.0
06ed05dd2fbd7c70033e6ca1a162ca15,46.0
b30048b5ad0692e415f34d77911ec5d1,46.0
b38cc14291657e235ed3c75e27f97b8d,46.0
1cb02e8d2d7ab8e1ccd36f56a37b40e8,45.0
2c8ff6ee9a048740135a06d625ae34d1,45.0
49c5cfadba98d5a3729717d008b43e1b,44.0
adbf1f851fafadbcc6a5d27b41625939,44.0
b413977a6f2d60b9ca14751bb4ffc249,43.0
827151e65512d6289049a8bf61f4ee0b,43.0
d1b8576913ca80b5d6dcf8750056023c,43.0
c6e91c5d99c6a98ec7b7595b924dbf4b,42.0
2f7c6f7fdfdf910b45947e8b696d0aaf,42.0
ac073b099a8ed24f1407abe94d4252fa,42.0
8a10a2511a07d4825a0cc3713c940e0e,41.0
b0113d5f6d3cddb0f04bed6c756fcbc6,41.0
e81a9966fac99a428f4e28c1907a1822,41.0
aa16eef5e30de73f03cf0b078a85cf6e,40.0
1acd6b726e275636af4da56d194df7f3,40.0
1c36ffda0ed20021f6c7eea2c75b7095,40.0
c8148d3fac74086144f453bc7d8903ac,39.0
16bcd3e4d98267f7b9f25b589ba100c9,38.0
5e118604f0f9389297edaf9e4ab74bef,38.0
31ada0a7d833088b2ad6e4245e64716b,38.0
5fd396785f7333adb7a2abe90ad66c37,38.0
b6dd13c99218954d8d45aad3f2ec546c,38.0
c276243df8b9872bc85c39d90d0fc02d,37.0
f07e9c572ab020181d3964077a3f101c,37.0
e4d7e3a6baa512a2404117422a5a78d2,37.0
7284db905f1e7b13ad256dcaabbfd86d,37.0
d506453de41c42f6e0190a57c9ce308d,36.0
76d32705250675800ac6ea12e8902ebd,36.0
695f036d947847ecee3a6157ad6996d7,36.0
44e41209c6af96f49f39d0f158427c9c,36.0
786c3d9ed9acff9afcdddda1699de8ab,36.0
7c28bb2282807d6ba8c4ae0253535137,35.0
ed27708211a32d4ece74ef9b4a6607cf,34.0
60db84633b0f6f80c5576f48aed57db7,34.0
e76667ae03fcca704e4ee06d7a1e2b02,34.0
0f4c29db268ec303f18bf50a0bcf5583,33.0
5335d0afc7daf20dcd88350647ea0726,33.0
ddcca0c536bbdf510d201e48e4a11811,33.0
a1fae9c892a1641c56cbee40c86a0bce,33.0
8851850cf15d6d36ef48eeb1965d2b6e,32.0
2cf749dbfc3fadaf5ceb875147ddda8f,31.0
447d213a95127ce4c8eebd398e28e750,31.0
c0afe507e58a357e4a9fa60291ad683a,31.0
839205d8f45f1783db23594bac800c56,31.0
d813e71e7f9fa8b3ff81ac8fc3d277b0,30.0
fde01149fd025663ef4f7c3c47a94bff,30.0
b7fa47f6b40bfddc4e448ee8bd1ccca9,30.0
58e08d150e943d4a7c9aaee31409c9af,30.0
13562c8eec8caee00710f57889dd27f9,30.0
5c5a486799a94673305a32dfe6566dff,29.0
99618063b7ce73f3e37d906dd1dc3d32,29.0
4fa31eac9072b2709d1ea52db102577e,29.0
5065b2bb258742b07529b57dfd546295,28.0
2632680918e28dafe9b669152dcb4914,28.0
b2bc0a1b70fd1314e35b5729fcc979ad,28.0
a86afe092ef46c859d074ee8de514523,28.0
e4df3420a8aa276f247ccd58df0065e3,28.0
8fc3b309b6b404a6a437c6268f525c31,27.0
4b4cacec74827c511ac25b328818f015,27.0
d52b84d91d300e858f35c9b461143b5b,27.0
8387699a4569e2c51e8fc8ba1b2146a1,27.0
fb175759d28db7cf758686787c0a74b7,26.0
59d75ab64ecd9c707d8729f18a2db936,26.0
1cb7e796105758c13432b1ce00b4363e,26.0
5c37f91f892881d5fcedd22aa35afe6a,26.0
950a5b4860c4547436d86dcab3f7d9d7,26.0
8a28df86f733c36a78b0c7ca5af4367d,26.0
d8668668d861db4e153c78a72934043d,26.0
6fecbc0d944ae47e2c4cb109f41f4eed,25.0
a59a1641a40f8b1341eb7b3f8b3f1265,25.0
9a206fe13bb7b53790f17a5a530f816a,25.0
19087fd56c07e1fc78fd08328902a0c9,25.0
63fa868a8a97361092ec38cb004ea966,25.0
07632222bdd6347bd0b16b8a5f297d6e,25.0
3d0635f996156eb8bc1261f221e8b094,25.0
6c0bd4b59b4b669d6d4012df84aaeb25,25.0
b07ca7d10beee676962ba7b53e44717b,24.0
20cd7cae162b541c6133927eae8e6bf1,24.0
2b384557285cfa90fd313639a8f7c16b,24.0
2bad6e7601e17a4198dfaca46e173818,24.0
c264ba899290ac9ac642ce28b98948d3,24.0
65b0f9c6cae0bb7cbc67994b804a7801,23.0
54433c8aac909a08ca8e456d99624cf9,23.0
74a8acefe135590642658c7a21646bfc,23.0
07f67580ae0cd31c6d9623835fead598,23.0
eee5261321bae49c2ee5b0803ee2313f,23.0
6557e0fa577abdd346c66b3f744ac336,23.0
a83ddae632a6d4de9a9e7fe7faa73fd0,22.0
a2e767f5fbdfe6aa8618d5866ce12668,22.0
41d8d2aea8cce086ca30b1226976ac8e,21.0
9d376441ed680746ff86752e9f740709,21.0
13b53dd715bc61b38d574ca1d600aba2,21.0
c63b0042288a477d866c7ef4e837ee00,21.0
689e3d82968186102a5c3d4db317b2d7,20.0
f418593e1a914e5791a89a5d86ce4cbf,20.0
853785e4ee7b133e8fc8d00ba99d9c39,20.0
bbd7265b48014a254787190b54ce8c89,20.0
32a5eaf009d99c86428bed3a2ab1991b,20.0
d83f5e41dddd11206880302799dcc83f,19.0
a9df100e7080f85003ffba565b8863d0,19.0
9a64ba9838a89a963a66a6708ab684d4,19.0
886d17b8128fc37a4dc2464889de8332,19.0
95173c8b4943263b6c20087886332cc5,19.0
ad0a95606bf5d23dbd24d75fc44581b8,19.0
52749163976d0e55a2d8e55ed6f35989,19.0
33313c71eaa78c9d1e510c1a4ceaee63,18.0
97b844669190cacbb47546f91200cfec,18.0
51760ffce15a9b2486410035db6148da,18.0
6383eec6f7c94035d0821eb20fc7a46f,18.0
2758f9caf32b541e4ca052bbfba85a11,18.0
f4d96bda1802dbae544601e3ac615c01,18.0
c3be7ddadbccc983bba94485e4501d04,17.0
b9dd5e32b3b6bce900c4ceffb68a256e,17.0
6b77e312b545ec9559e1ff38b924fdcb,17.0
1f8ff6b77e0df696b80c57360f313962,17.0
0f0819146810a1b688c632fca4051d70,17.0
09e4bcd2f7c4eab5fbab5d78f53c0f8a,17.0
0dc823d94da52d60ef405310efa7a243,17.0
9aa0d337ef13e7ebd27f315727da9f7c,17.0
955ee5ad9e2cc278c4377609d880a888,17.0
04cd130bceebfc0cd2a9c95d02b5e21e,17.0
00c7ff8350c1f1874014b473b1890bf3,17.0
9273dec1a41db02a193d0bcf7d66381c,17.0
fe89f7b053b400e066cbe98313774360,16.0
e64e8a607f5ec992a088f47a9562a47e,16.0
3410b8a423af9bf653367dfe97bd0d57,16.0
8cd6ab5ae490e76d51560bd583b382d8,16.0
22eb8b2bdf1e6f943f70ff54252241c7,16.0
b4eed0e8c756089cd359a6972e00504d,16.0
6f161faf356fd1992c857f9b4f81cc61,16.0
b1c5824c04efc779a48d83a80f0bccd2,16.0
58b2943da5ada1f7bab3705404fd9894,16.0
68f209edfae1bf2bbe02f51e352a5aef,15.0
2cab365895fa4c6c463f34590137a6f6,15.0
ad157aa2b7ea9effff0baade66e0fab6,15.0
c69b6c381bf0a7ddecef5b860cec0539,15.0
2207dfcc9b9df3785d7de4152ab901ec,15.0
89f0ecf9b80b80d32a6534b507ed4cf5,15.0
0fa7bc57d056f1a1521b18a1d7883804,15.0
0a5dd64b4305f320776a2f4b01890583,15.0
5c60f4fefae8cf00d5c672c89dfebf41,15.0
d82e0601c13a08e1c7ea91661747d85b,15.0
8e4be912b6e9933f73298c0fa2d1ea17,15.0
12727deb3d36aafb3912c783e4ab4860,15.0
1a8afbfeac063806937ea33f92ea8945,14.0
2db89c8b738d9d1396b907c8258c2edb,14.0
0c6d74d52593a79e02f95138fce5bde4,14.0
0e70a3c1171de08bcf8119e225657da4,14.0
65e75fb2f0651f6b3780e01c0cbe750e,14.0
9493cedaa8197215f5eda27599c2c3b3,14.0
39f78deac658a334c8f8f3843fc49b2a,14.0
b25e18e641b060f1fb9eee0e3ef29908,14.0
c575fbecb307f9e387414f49e48eb8fe,14.0
a3ca9d447c8fdf13c136a4afe9c5c08b,13.0
5a02609dcfb9fe2fcab7b5bb862a4b97,13.0
7fba4bb03a4452111512049247fb43fa,13.0
24f8317da24ef9117a24e1c9a81f79b0,13.0
195f80dd3d0ef7cd7775a683ff9d1bab,13.0
ea07636ec388ef5593928fb7cb7eab74,13.0
f7f0ee95a51cd5c336622b232b9aa971,13.0
55798879e15eb36846cb198411cb1eab,13.0
0f68914984e42f51463c3c6d31e5acc8,13.0
ef1dafafbedb9b48fc9065aad7ba5e86,12.0
a387493e20d573e1e464c742adf9dc64,12.0
eaaef1115a6d7986513fd29a657b85ae,12.0
96eaf851bfb1718957e5e0d4d3304805,12.0
508f093250c51f55651073205c49cf37,12.0
9b8c1cd540d66055ceb7e49632e18242,12.0
f256045ee113854e63a4323b4cff3266,12.0
